Interrupteur différentiel 40A - 30mA type AC NALTO;18.5;false;0.2825664778;3.00;zenitech;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-30ma-type-ac-13980767;diferenciales;2020-12-14
Interrupteur Différentiel 4P 40A 30MA ASI Schneider Electric ACTI 9;173.74;false;0.2773363109;4.95;siemens;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-40a-30ma-asi-schneider-acti-9-197807;diferenciales;2020-12-14
Interrupteur de tension nulle + bobine exécutée 250V 50Hz IP54;27.99;false;0.2700939364;6.70;GE DEVIENT ABB;https://www.manomano.fr/catalogue/p/interrupteur-de-tension-nulle-bobine-executee-250v-50hz-ip54-11365144;diferenciales;2020-12-14
Interrupteur différentiel 40A - 30mA type A NALTO;19.5;false;0.2700005023;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-type-a-13980768;diferenciales;2020-12-14
Interrupteur différentiel 25A 2P 30mA Type AC embrochable IDClic XE SCHNEIDER 16157;28.06;false;0.2699385499;9.90;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-25a-2p-30ma-type-ac-embrochable-idclic-xe-schneider-16157-17525454?model_id=17523456;diferenciales;2020-12-14
DX3 INTERRUPTEUR DIFFERENTIEL TETRAPOLAIRE 63A TYPE A 30MA LEGRAND 411676;91.81;false;0.2673925209;;SCHNEIDER;https://www.manomano.fr/catalogue/p/dx3-interrupteur-differentiel-4-postes-63a-a-30ma-n-g-auche-legrand-411676-559923;diferenciales;2020-12-14
Disjoncteur Disjoncteur Hager 1P+N 30MA 10A ADC810H;27.72;false;0.2665428843;;AUTRES;https://www.manomano.fr/catalogue/p/disjoncteur-disjoncteur-hager-1p-n-30ma-10a-adc810h-2040043;diferenciales;2020-12-14
ACTI9 VIGI IC60 2P 25A 30 AC (A9Q11225);55.2;false;0.2636670658;9.90;nalto;https://www.manomano.fr/catalogue/p/acti9-vigi-ic60-2p-25a-30-ac-a9q11225-3901052;diferenciales;2020-12-14
INTERRUPTEUR DIFFÉRENTIEL 63A 30MA TYPE AC - AEG;39.1;false;0.1717159506;3.99;schneider;https://www.manomano.fr/catalogue/p/inter-diff-30ma-63a-type-ac-284604449-1693425;diferenciales;2020-12-14
SIEMENS IS FI-SCHUTZSCHALTER 40A.1+N.30MA.230V 5SV3314-6 SIEMENS INDUS.SECTOR 5SV33146;31.18;false;0.1603231651;9.99;legrand;https://www.manomano.fr/catalogue/p/siemens-is-fi-schutzschalter-40a1-n30ma230v-5sv3314-6-siemens-indussector-5sv33146-5115618;diferenciales;2020-12-14
interrupteur differentiel 40A 2P 30mA type A 30mA norme CE bornes vis PROTEC 124030;15.78;false;0.15463445;14.49;HAGER LOGISTY;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-a-30ma-norme-ce-bornes-vis-protec-el124030-11349578;diferenciales;2020-12-14
Interrupteur différentiel Resi9 xp 2P 40A 30ma type AC - Schneider R9PRC240;37.04;false;0.1513697806;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-resi9-xp-2p-40a-30ma-type-ac-schneider-r9prc240-23984087?model_id=23964979;diferenciales;2020-12-14
Interrupteur différentiel 40A 2P 30mA type AC borne vis norme NF RCCB NOVELEC SGV40AC;17.71;false;0.1511583295;3.90;GE AEG;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-ac-borne-vis-norme-nf-rccb-novelec-sgv40ac-9245054;diferenciales;2020-12-14
Interrupteur différentiel 3p+n 40a 30ma type ac à bornes décalées;134.84;false;0.1483586643;;SIEMENS INDUS.SECTOR;https://www.manomano.fr/catalogue/p/inter-differentiel-4-poles-40a-30ma-type-ac-bornes-decalees-hager-cdc840f-1131413;diferenciales;2020-12-14
Interrupteur différentiel h-h 40a 30ma a peignable r9pra240;58.96;false;0.1456748658;3.99;protec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-monophase-63a-a-ac-schneider-53884?model_id=53882;diferenciales;2020-12-14
Interrupteur différentiel type AC avec borne étagée AEG - 2 modules - Intensité 40 A;32.85;false;0.1451902161;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-type-ac-avec-borne-etagee-aeg-2-modules-intensite-40-a-1693426;diferenciales;2020-12-14
INTERRUPTEUR DIFFERENTIEL DX3-ID 2 POLES 63A AC 300MA LEGRAND 411526;50.51;false;0.1420085432;4.99;novelec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx3-id-2p-63a-ac-300ma-legrand-411526-469803;diferenciales;2020-12-14
ACTI9 VIGI IC60 4P 40A 30 AC (A9Q11440);102.89;false;0.1416157682;;hager;https://www.manomano.fr/catalogue/p/bloc-differentiel-vigi-ic60-4p-40a-30ma-type-ac-126264;diferenciales;2020-12-14
ACTI9 IID 2P 40A 30MA AC (A9R11240);38.67;false;0.141541699;3.99;schneider;https://www.manomano.fr/catalogue/p/acti9-iid-2p-40a-30ma-ac-126269;diferenciales;2020-12-14
Disjoncteur differentiel 16A 1P+N 30mA type F 230V CA 3kA courbe C bornes vis DuoLine D'Clic Vigi SCHNEIDER 27663;74.59;false;0.1388753299;3.79;aeg;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-schneider-1p-n-230-vca-16a-type-f-30ma-3ka-courbe-c-duoline-dclic-vigi-986019;diferenciales;2020-12-14
